Activity,Duration_min,HeartRate_bpm,Weight_kg,Height_cm,MET,CaloriesBurned
Yoga,33.249434283002785,147.15619933329856,49.173718689879806,173.68123472789298,2.5,44.829950487909954
Walking,22.03412508335392,90.72969917152108,56.0216502193075,,3.5,50.60917556233085
Yoga,29.80539689629733,144.2673704008886,70.01581561463955,163.50695332677992,2.5,95.97051060733101
Running,23.692802194547596,145.4056444698388,43.20037315461073,171.2926411634393,9.8,169.1902872517336
Walking,22.017778031455457,134.33717433067721,49.1504726862236,168.26974053429458,3.5,85.78480000960673
Cycling,63.97670593422713,146.6880528175585,79.62395190972248,170.63281134767027,7.5,671.2017857510764
Running,24.201479494234807,109.16244900706154,66.46470655487275,166.74837306035496,9.8,232.6727186330579
Walking,45.17043829439246,131.58157887010216,57.05358359450752,166.971183351227,3.5,141.95554389289356
,40.764668704324755,157.75434852345253,66.51195385164212,166.87637854364255,7.5,341.38990979534816
Running,69.96189125142246,155.4987370866592,73.03371605011684,169.5291575934901,9.8,841.8356949822236
Running,29.936875358899727,143.70112435014929,78.49721469485212,170.01507091714012,,404.1446412999428
Walking,47.622960933086446,107.92511941247793,51.65077789568254,152.7529203925395,3.5,158.05867299755192
Workout,55.82139404552218,103.98840573451804,52.70194204505386,159.0280574871477,6.0,316.95818971735525
Running,69.79499214641163,132.86359186108385,72.30011958414472,162.96641736498003,9.8,825.4376296251471
Running,29.644933099094665,134.51935596814602,,169.51818256495548,9.8,339.3708741184211
Cycling,27.642150625352393,127.49070569306858,48.8723722187586,180.97423362826243,7.5,207.86631467389844
,18.764378920798947,109.88037554508368,53.15227189413444,156.86776968366698,2.5,44.62356068203144
,84.72599241696481,140.92402688475985,62.675032389662555,173.7865167538019,3.5,304.92496880707245
Walking,67.68944876360776,132.75413371736354,,,3.5,236.32854435110423
Workout,39.155972113759134,137.24560791376183,65.62315852765438,178.70516835644653,6.0,
Workout,78.62878302254113,144.83584399060277,48.68811431981073,184.12343931796954,6.0,402.9185181903039
Walking,37.96273211268686,123.15875530804968,65.50193324604186,147.51986306371336,3.5,135.04424553742945
Workout,54.48820942867059,117.78104056551409,56.391551661554686,161.7366643429263,6.0,304.59987672626465
Cycling,40.203438034454415,157.68913308271559,51.00418848091604,141.4975531798245,7.5,
Walking,47.95610903500942,111.06603783674579,64.86804741906357,148.10163975440895,3.5,190.9079460947266
Workout,45.83522885067094,118.27064501344981,63.644076443747814,148.72474759746297,6.0,286.5173785568703
Walking,31.500292532467007,160.85619538568682,74.62031885907172,171.24065974811288,3.5,129.24392528384368
Yoga,61.849970761707056,116.3243937247585,54.668379592838534,169.36983644327103,2.5,130.6696629193911
Running,54.31904835367802,127.534558908986,67.82204524374296,173.01244454661048,9.8,579.5928015079028
Walking,60.553891870029574,119.7007532721743,46.17589773885692,171.0791651837492,3.5,147.70404117620666
Running,46.404543709986925,85.41946296790506,61.70173187344972,169.85064821466247,9.8,
Workout,21.868602364457317,126.91730869988008,70.56413401994787,166.11857051344683,6.0,123.47035711859496
Running,74.18772133115405,104.7344559105363,71.57625472542958,163.69119694654617,9.8,887.1718358464802
Walking,,136.36451081608902,71.65800555162372,175.19597732044775,3.5,152.44340233653242
Yoga,47.28134057136829,157.64096275102779,74.65250956700399,165.1227788902404,2.5,149.91415605588577
Workout,52.70762717644538,74.64565667065864,59.650521993770475,170.25178981588599,6.0,340.49470710907894
,47.14843432435237,119.82707539999299,70.94870526107557,141.6971466596786,3.5,209.48896925942145
Workout,58.30834042460549,141.30808082412452,87.42493715049946,153.2493091914092,6.0,493.9679865653581
Cycling,61.46755844632997,75.41627703925556,59.39440820473005,174.80224253645264,7.5,479.82147844001213
Running,35.50332993905504,163.4066340105558,81.56237619077638,158.31565066566816,,492.4154359269598
Cycling,72.50934683911294,139.4973009200871,75.51767546650042,151.04642482167594,7.5,662.108732088968
Walking,34.6619289167747,157.08032054829752,61.80411881188583,171.4129233148137,3.5,143.0202031316097
Yoga,46.73498097761576,115.90130342221427,62.80549398586868,165.0133432527843,2.5,112.95557383798777
Workout,32.24643632791537,118.91698074309522,,160.93060828686416,6.0,234.12646589282014
Running,26.530529546984198,125.97659113002327,74.8419799283792,180.09110968741092,9.8,317.5553000999158
Workout,60.8838217758173,183.4552261887885,69.83161557840216,178.3743410791542,6.0,414.4949092649733
Walking,102.4379379485209,162.95263401242667,59.30002883338181,163.1216280038493,3.5,345.74459021501275
Workout,32.764802233593656,133.30869248771867,40.01536397885447,172.22375304819298,6.0,111.66618458426265
Running,64.30643149356158,136.3600442912696,73.06608750702583,,9.8,737.8340350662205
Walking,33.481773745996115,145.87259528962332,41.81002729947569,175.9335903289728,3.5,31.679360140420826
Workout,39.79030046287991,189.7888705247865,48.608243516598854,154.1341349126396,6.0,172.3202014498451
Yoga,75.15167544463344,139.56799482642626,60.17027366357985,150.4785806458317,2.5,241.02483551191835
Walking,18.52929429849388,131.14898490296926,,147.1473495215845,,64.07491155066687
Walking,13.236818627537545,121.53504008462531,68.8103411336419,146.3744811022136,3.5,
Yoga,38.256027024737016,135.87288118798602,61.44574160459285,175.8032554090044,2.5,91.5805694857851
,53.27312055875349,115.32445454121977,74.42277176506947,171.31144709284854,7.5,486.2252312201133
Running,49.273331433617635,142.4023084519218,45.70738960135191,157.3414035739054,9.8,402.1828547599243
Cycling,47.21358351385992,94.18508425521148,57.057227405758425,173.5489903673821,7.5,344.24976996590067
Workout,40.682639630231556,123.48748526484168,65.05039252795075,159.0501857079083,6.0,245.53665772811655
Yoga,55.730800539678384,148.36582136818342,65.51273756607146,168.23649441488624,2.5,164.78657094426677
Cycling,5.0,139.22809135843386,73.32843686572066,160.17690973102108,7.5,70.84796541333839
Walking,24.983893898245185,118.43438449870871,54.024937035277475,163.80036871132708,3.5,50.17816019717172
Workout,38.12775181433104,124.19938723958404,59.38387657996401,155.91803092232357,6.0,235.71053743758708
Workout,54.09069598205019,155.88336716730527,71.08819593056444,157.40182371198938,,357.2865038677451
Cycling,,99.73995759941447,40.0,170.44096180952624,7.5,372.9116204930356
Cycling,22.298005836657197,99.88515880221675,69.61922302270752,172.0477896676125,7.5,198.66019880141462
Yoga,69.14157251073135,106.75915119556257,74.16738338833906,160.8587588521939,2.5,226.26195303069326
Running,30.948766615972744,129.7330533933339,48.996071327861124,149.74459755731456,9.8,243.32455747456999
Cycling,37.40180434038628,96.0815483185952,61.219724620579846,189.71247044911232,7.5,250.58397166944053
Cycling,51.62865037595227,153.82503981914954,,165.3669665823124,7.5,526.250158795066
Walking,35.935278413864545,,72.91793957277378,168.12140829407403,3.5,171.4491673077058
Workout,,135.60888894357822,70.3636672756504,152.3867020158742,6.0,477.5511365775923
Running,31.907917097737126,115.52317247701492,76.89151178149383,177.15233548984432,9.8,406.37563909355873
Walking,32.20930017439332,128.36257297900684,86.65454141135004,178.67895263158604,3.5,149.0860730316562
,61.03959908418664,89.91635225853142,65.22240883782047,147.91965142359686,2.5,176.59529251391
Yoga,24.737512234646836,155.0329061302489,60.1137319493357,163.97614372374582,2.5,78.75890216767394
Cycling,44.978581906333204,105.96255004071497,76.86246093168718,163.19563029380362,7.5,434.8006365787798
Cycling,6.790346646123517,103.34458197390744,62.750562368605884,188.8844681654684,7.5,54.686542986895816
Yoga,76.39278704122381,189.4752253350523,53.86377610377268,179.43613807127895,2.5,175.7223308802259
Cycling,64.1310387247355,143.8576827739402,58.51920496415309,150.49221586030828,7.5,469.9831825107444
Running,95.0021439916151,154.06041020707687,68.74795498470057,157.71947820450725,9.8,1072.7187952990603
Cycling,66.76727462892771,141.47228490904746,59.60485037106943,156.07005984819403,7.5,534.0079417841451
Workout,17.40699540799037,118.68798600033996,60.500297030865035,168.71676376850925,6.0,64.64677794773132
Cycling,53.37299720321184,97.32875356362473,,180.722088807644,7.5,346.6401022349079
Walking,21.63982475556391,122.52949031435853,82.22439819443375,166.0917403255032,3.5,85.14667557113658
Running,71.56075014106197,105.54601638686094,60.88847936375035,170.01166236437828,9.8,735.2961867203542
Walking,17.977194240448554,107.04712068913702,56.461868352617124,,3.5,56.39220512254101
Walking,17.01690231520405,90.42031677575758,57.73852632073264,169.9580769815947,3.5,
Workout,7.803770926066264,132.8618989948874,74.63031169954573,160.28082165985495,6.0,86.78592122093514
Running,30.23240357473997,169.33530368814615,71.87838294203794,148.59240468669358,9.8,333.3123338502948
Running,26.210443504328573,143.95341807566123,58.97774355028553,169.30870709135115,9.8,241.93567374746826
Running,14.767017883214692,127.35524030370719,65.38775645570504,164.90147578388388,9.8,184.19340165527018
Running,79.79618208487048,128.9857031797462,68.32045308622982,154.02802456815243,9.8,868.0249257561669
Running,50.597613927732894,60.0,56.551031689932735,181.45385325104,9.8,
Workout,48.24469079713423,119.40411445251559,46.512526551320086,157.33546010538285,6.0,192.39113617334516
Cycling,71.78328838495852,94.33310261949151,,171.09101314438834,7.5,665.9631045413761
Walking,45.12515584085869,133.3603131975569,57.21519003202069,161.37451809449837,3.5,138.9826567835091
Running,25.02639596989721,123.50060028329415,70.28418020460703,180.4357721885758,9.8,294.3199642968931
Cycling,,108.2673864698115,68.85231970697052,162.62412086271434,7.5,65.12274311790244
Cycling,,132.79741761221499,65.66950761506614,148.2537191138975,7.5,180.1134942743577
Walking,70.10831201016924,132.58197882517356,59.88647421452398,173.10002114219094,3.5,206.8348094989432
Workout,14.8932776862768,167.9656009864107,57.392861329810174,180.39543987689734,6.0,81.08750015258877
Yoga,47.06254475995753,147.16043751116825,51.33899113956531,160.72388602404007,,95.95609341995441
Yoga,60.67850286171115,135.42431975092182,57.623024547330935,171.78884809652448,2.5,144.47654959037212
Cycling,45.70689680886503,106.31213815871519,71.82578013860225,166.2943160504878,7.5,409.26703028052776
Walking,47.97966657581166,103.16402202231279,81.77390890548793,,3.5,
Yoga,53.112078257468525,144.9712001859152,80.01319210690782,173.40760377622038,2.5,166.3187089968849
Cycling,47.58561743645299,124.99826568898925,66.74507619409856,156.99964010647676,,402.96727826870574
Workout,72.18148344946565,136.2341397781652,,165.32495204787116,6.0,573.733004359087
Yoga,19.19416543544779,,61.31818846567064,167.57356726604453,2.5,47.13317493869567
Cycling,44.80849753677572,92.17153062145475,49.507439809819154,167.21089370358703,7.5,266.0350747181048
,5.0,164.92588462572485,88.05049303052331,,7.5,60.94366301694202
Running,5.0,154.2345446737249,71.39369943748125,185.59605219968682,9.8,80.47638014697512
Workout,38.366579382960325,78.63899445030887,46.584430993520954,177.62245332822113,6.0,201.7160824346763
Running,50.867591378895135,188.82731122277443,83.70858294364834,174.90412558749588,9.8,721.2679694911164
Walking,72.6133555447513,138.0344079770364,56.07893017869459,179.3321297497786,3.5,230.8561034051896
Running,88.39583466020926,118.03654248942615,58.689412907298404,165.68761547737384,9.8,842.3560013075661
Running,66.39721341330961,142.97655559012316,77.25659766899847,161.2870969856963,9.8,812.4593448899022
Yoga,54.54331488796057,105.56313407653161,81.34048536388033,154.10964224465602,2.5,178.00650720759117
Cycling,43.199297115476305,143.65320882983877,52.99113165870484,157.9656841204735,7.5,
Workout,9.375438736332452,110.16258854161721,82.65188914432134,154.85976619696007,6.0,65.14681959908368
Running,,180.50898838676503,75.4908415569133,159.71894518577494,9.8,444.75784283587143
Workout,65.80753502516451,131.50250484766002,55.403014256736306,167.76475626133177,6.0,330.63961631640956
Running,57.965637120560814,146.2455763018206,62.04912482859795,174.14024899211407,9.8,560.6255334844906
Walking,14.273317066341033,110.34837250869653,83.19363075888269,173.86353507788854,3.5,70.15873415200362
Running,52.280512945169605,150.41240059733394,46.27326076870048,153.28492354771075,9.8,
Yoga,50.567856237354405,129.6854984124472,81.56857251070663,171.89129318803006,2.5,181.525611065234
Cycling,46.99780240229475,94.70370729195139,,176.4385743741371,7.5,436.348167533224
Walking,39.44288889245331,124.0309320027938,71.10968914724839,162.4576487144466,3.5,163.8447595690056
Running,53.31167933888386,178.27777672156344,66.58034826285208,176.97750027575538,9.8,604.763519868492
Workout,53.94626077824797,151.4744256510827,88.64165578954973,173.7580026010021,6.0,477.13057142794435
Walking,27.17082469137189,120.52562327733766,90.41508320845884,152.35409057487033,3.5,130.66333895043343
Walking,49.10028122764191,83.27085597497663,57.61724299978815,186.9173618640787,3.5,141.2073739518182
Running,36.212097185055725,109.18772054423421,72.34645744678001,157.84352435850042,9.8,443.853032121727
Walking,10.25532264507514,94.83814989913847,87.49251796613399,174.57419947825522,3.5,18.27355197738268
Workout,28.767859299236726,83.87479983916255,55.57946502799987,174.21222000398583,6.0,143.12185059147282
,8.726206293091497,149.63977825413255,67.91767489174252,152.75988098390025,3.5,42.943632445123384
Workout,59.60187070140209,131.55968490950414,77.04650530738989,166.7897948450604,6.0,421.0805211955781
Running,47.11778755108638,,40.821279140707176,174.0891631053921,9.8,
Cycling,32.890187775881095,105.05895253005927,74.94266274437467,152.653866920153,7.5,310.69313138679104
Walking,68.41042686577296,129.94297663102174,51.93881571907523,165.99616159846312,3.5,199.60071258025977
Cycling,41.35981815162333,95.14564120632714,67.30797637946802,174.92673054368967,7.5,328.3269293505046
Workout,11.37554488066251,115.12816597084394,78.73213821070182,175.57240599787104,6.0,77.69321067902467
Walking,31.21042919632378,124.44725095168536,40.0,161.02926975715363,3.5,89.16402132450273
Yoga,72.65708374546584,120.63365080470881,74.43030665292676,180.4436921590882,2.5,261.956257135685
Cycling,26.610487498217132,131.33851576538754,,178.05522058351332,7.5,300.36137649904475
Walking,45.504425775156605,154.29023908128468,58.60038800400963,167.412279639424,3.5,115.78462577190626
Cycling,54.877532490292765,151.66043963636386,71.92028176140948,158.41048556732892,7.5,504.71299542630675
Walking,51.798969691098854,110.76663539771752,81.02343596839266,153.34148177967964,3.5,236.89327577528854
Running,88.989195979162,129.24114695340876,45.88465942148031,168.77545661449113,9.8,645.0205714054491
Cycling,16.473934861534623,149.8524093739861,74.08843710240504,179.6451257105683,7.5,136.5605498237374
Yoga,18.47073838934394,155.89341268573764,77.28519479117337,163.5284733422281,2.5,44.323978641781125
Yoga,16.80491105795734,113.47108288364618,72.6634426392412,156.40918156258778,2.5,22.662326724336125
Workout,,,66.03947230646146,173.24923885175994,6.0,223.8119209442858
Walking,61.987547763649026,138.2786627296925,52.995046618326484,166.74512496183925,3.5,228.18986002313184
Cycling,19.365308404069776,103.35027216152677,81.69708024243492,170.15904987198599,7.5,175.77732250579172
Workout,62.26721011887877,150.00394906464336,,159.7472132903011,6.0,
Cycling,40.702533398554735,133.78858021081172,54.153435048516855,,7.5,279.68508338811307
Walking,17.820066135781527,86.46523484183685,61.18369003502517,159.7000433632687,3.5,61.742736064104506
Yoga,5.0,122.65366098221577,69.42062589601612,169.99169122817835,2.5,8.023432093680494
,9.448590123813474,130.9964385396243,46.26578051738947,161.60604319568887,9.8,55.27769480565648
Yoga,26.68293183532152,114.85438802956016,65.21516423100941,170.92424362971158,2.5,78.34254294524537
Workout,36.61697648513359,160.7057106374631,,158.78628379058028,6.0,230.1321881922441
Running,66.92125953460902,161.61171226695262,81.03231777639186,169.97501568634723,9.8,837.218653919285
Workout,55.98176424376478,120.43774602717887,42.50131283254726,172.03781170316094,6.0,288.7906142875685
Walking,23.221174958393956,117.69436196615645,76.26509171002981,168.31542949608811,3.5,67.08656655764374
Running,48.173305667443366,126.71913316576698,82.00513790723018,174.17043446759504,,634.7949911478592
Workout,73.0309253838448,124.99798585483298,42.95493635422565,160.1854350787081,6.0,262.538117988797
Walking,77.47834842060071,115.18745265495193,44.39381017031509,171.92642132918346,3.5,195.28276207148687
Yoga,33.71187976892807,60.0,86.43080055879776,,2.5,112.17675401494941
Walking,,173.87029688999036,54.1475354167648,156.90266153243056,3.5,176.64749808454627
Cycling,67.79910733775648,130.01044909445355,,145.92967978638916,7.5,871.6943981551628
Walking,9.858561536432259,125.5422472017731,43.329919573758005,148.06839871526694,3.5,20.042055124507733
Walking,29.751858256806063,138.12922825129877,67.04056885984545,142.916384970914,3.5,127.11896361672854
Cycling,84.40037468846526,127.99855628664776,64.71927515296738,169.26129277568404,7.5,658.0447691352574
Workout,33.97927779758192,119.24210388386376,62.50165078922051,161.7523097825818,6.0,213.923761034119
Workout,5.0,104.85885034020126,70.55554832846938,165.87212339050524,6.0,22.644155161121724
Walking,,,71.24775709674881,163.19598416537983,3.5,148.7833436632638
Cycling,62.49250998231724,96.14052675114016,62.98809220845075,170.81670072888792,7.5,497.4424706215762
Cycling,40.13020873601792,102.08314833224632,52.82991267407275,171.10912400447802,7.5,254.92331326129946
Yoga,54.30727893601268,146.27305395102422,77.57312437089655,165.42900833735774,2.5,173.42940628296816
Workout,58.76443995311463,148.11557866910985,72.53663195699403,166.03420446594063,6.0,403.1725470909275
Running,32.90125097135436,107.95502238833072,66.3750042873929,166.43364688378338,9.8,378.60095474001
Workout,,63.408646489065134,72.15640978900831,178.91782951833875,6.0,228.23945347742057
Workout,43.06881951908543,,74.22729740109357,144.95401451172557,6.0,321.6878786520128
Yoga,43.555578458597616,119.46144460851704,55.85921547822416,158.2947910505145,2.5,96.52098472337315
Running,41.08153639693943,118.84343783249672,71.72816448178168,173.65261293523457,9.8,479.20742387759134
Yoga,41.90313045364928,153.89843689410912,58.36357129377989,176.07902498275098,2.5,123.38114835295733
Running,,133.46631563682132,74.6244002790416,169.27200083518306,9.8,318.22282569675554
Walking,55.00573820161896,105.59050878699802,62.691204962921226,163.15872991495462,3.5,222.97215371623346
Running,51.98463894225932,99.83967415102376,72.34063488418064,183.61559707672797,9.8,607.3938034753209
Yoga,13.27983266729084,123.43471607537609,59.794456403485725,,2.5,42.753834567071934
Workout,32.21675365828066,107.33968094525895,72.96442923125207,165.30785990176295,6.0,258.84118387913696
Running,41.861597450788935,128.19005939930958,53.2547692506079,178.31785313042957,9.8,345.60093700905026
Running,29.31373995447651,155.65355111004914,,169.75551134723682,9.8,293.5114291058683
Cycling,52.747439551755875,95.50543971001375,76.7675901813192,174.39830222189192,7.5,511.66581772249543
Workout,38.662349230857245,132.1944858702242,70.6064558869511,175.56972333399577,6.0,248.28230767983496
Walking,43.381450589103736,152.87624956673474,,161.27528377609903,3.5,134.00283966460182
Yoga,31.985813850338534,127.84531660454728,86.64273607580768,182.67731812363928,2.5,138.9653490837041
Walking,5.0,148.03952237794132,,140.37879889073938,3.5,49.51903288635805
Workout,5.0,122.81818769711344,75.26647939103754,145.2034309219274,6.0,14.032848611255162
Running,51.792190933840544,134.27070198559093,72.89633334699806,158.19785377727698,9.8,588.0188645755478
Running,45.33824152978788,141.0196233085544,74.39236246695997,160.76639443725244,9.8,537.8299592253662
Workout,48.77324412702169,115.69993904342164,84.88522412662597,168.62624691435485,6.0,439.0689429528793
Running,42.68945684125826,179.76690042974997,59.98797574734806,158.10555462490657,9.8,410.0580675530447
Running,44.29134806747029,144.43950450829806,77.11284758330291,164.88081610027177,9.8,559.7477892426524
Running,59.38046747237576,162.57463746792303,,162.9485732743221,9.8,678.4111627536422
Yoga,,156.7755986590192,60.40258955439208,185.04465063939742,2.5,126.52807318707076
Yoga,60.81818700612226,138.18223173208528,63.80329876350465,156.9502434074989,2.5,191.5647960386648
Cycling,43.42923682453194,164.6447355589952,,148.1695544343835,7.5,352.7413094739888
Walking,33.99236518960458,134.69786777979795,54.68071918796693,176.19000232540105,3.5,106.38160481658109
Workout,43.884057243124914,111.75561792064093,75.36815330600535,157.86043433388514,6.0,335.39454939088273
Workout,23.276442370254063,130.3704807890741,63.765782910931534,164.08336709149754,6.0,147.4441430887291
Workout,32.40306142176182,104.84582718962172,66.01914994691208,158.53824549873627,6.0,189.54023292400868
Cycling,43.55142617280074,77.45739179725494,81.28643059913368,172.37176098051194,7.5,413.06678729888205
Yoga,43.28636663802023,108.68644392352437,66.55697846272163,151.2572544444527,2.5,90.17252828557137
Cycling,37.87162239994023,131.82203832427186,83.63202133305326,140.0,7.5,2462.610819332949
Workout,12.236305796515868,156.54811963720203,58.70222589325827,177.95716288473295,6.0,55.421778882818984
Walking,52.728190928414286,108.61201988559114,51.83516193446419,167.47470810823157,3.5,168.82066647049194
Running,56.684568131990986,155.25406133817887,61.5200822366614,175.72644417157244,9.8,571.3172786178853
Yoga,72.87380990504477,99.73292535482807,40.0,,2.5,101.95920713130836
Yoga,48.83551993177463,107.01193834651374,75.86914102965132,155.83533786207673,2.5,135.3815581564151
Cycling,40.02923668382966,166.2289150849113,52.53321750455006,165.6066499789673,7.5,265.5383378648741
Yoga,19.739409807797003,131.1905254990624,57.58765494264476,170.05388479095552,2.5,48.918124223865554
Workout,69.8403573872211,125.65945136788392,73.59534273945113,163.9170792780353,6.0,523.8331486213709
,44.95665953748047,135.88199974769566,66.42945317501469,161.87848782664207,6.0,289.4945398094418
Cycling,43.86746347650913,,59.713454503038555,162.86348813138505,7.5,310.5005674783753
Workout,34.91887603642296,121.72879678565444,40.56149152973877,175.83542871305383,6.0,143.8335799578425
Walking,33.64060867130276,130.06652895316378,80.60969635876633,162.40987804912447,3.5,186.5843387574704
Cycling,53.76533468101694,160.7845234044858,73.67696040171757,171.00229467603475,7.5,457.62472294680475
Walking,19.571187546828163,88.23957151746498,89.66865595637901,168.46892803682093,3.5,86.3894013901928
Running,72.50863718317561,174.07475788439427,57.843441968115116,155.3581699482989,9.8,696.8531635373834
Walking,68.15052915076744,126.88380654187392,,168.01969489514127,3.5,193.3487137878203
Running,32.918769062658214,102.23609377582477,76.93706342317309,149.61328927067404,9.8,425.77037833026895
Running,22.72270868253915,,62.74328099119579,169.0143323694438,9.8,224.27079114651187
Walking,5.0,136.82873292510516,72.53803830882747,173.911171862575,3.5,-11.08139250609933
Cycling,14.971722550315466,96.31976299828685,84.43898344791867,176.21414029096923,7.5,191.45448343394798
Workout,54.598229857657486,,,155.47309859370748,6.0,401.99617824984676
Workout,46.306837178013076,123.75242347805505,67.0075868065464,159.63845928603143,6.0,309.80737804580974
Running,49.87307130612176,158.59189348512064,67.76003343566708,167.84065207064523,9.8,535.1356142701433
Running,5.0,155.46133648159935,45.35302176842403,160.24075188464556,9.8,27.226949618052856
Cycling,32.083687597946714,113.92519024702602,78.29645851379657,145.7112301720399,7.5,
Yoga,67.34545612564165,124.68292074447695,79.06503394698994,159.58303526243554,2.5,216.82863694750498
Walking,38.079451893612934,90.11537749560637,71.36684029955029,167.80201638240626,3.5,158.2372761588754
Running,14.554105307520295,79.02261216890699,46.81514438083002,175.6752831464048,9.8,143.4903258300607
Workout,37.76795338314197,,63.54621409835583,181.89208495226214,,258.47454944017665
Cycling,24.579651632695004,158.07743403314527,82.26230930471425,166.24947834290077,,229.33179377802736
Walking,46.67358119890794,149.5020180555365,58.21095604431839,170.66494486397792,3.5,160.02501742220628
Cycling,40.4109075777543,139.58590656491535,79.21103662296392,174.60783991313792,7.5,389.716464816846
,50.865933281645816,93.55938783448558,65.66115791188224,144.49440509383248,3.5,200.78730037154682
Walking,15.641527464697749,112.20851056522136,73.55004607419153,154.80783908490466,3.5,65.84208403561284
Running,31.025668626698025,108.55447429553446,60.0543030461026,166.02562203572518,9.8,363.68071020822936
Cycling,61.808686827982186,125.85004073448594,66.012570579748,180.5594486821978,,518.6040208599333
Cycling,12.91439891129037,124.2736610841971,70.24058297802654,171.2976073187365,7.5,110.70568341914236
Workout,19.937759679200433,104.95107858260428,52.00119231326979,168.29699604589015,6.0,
Workout,43.98594619984128,138.7304201974636,68.28695754774813,162.718879614551,6.0,304.477633261661
Running,45.734596781675826,135.72365950510599,40.0,169.26794130623506,9.8,268.4248797186752
Running,30.223003145144606,111.77942252267634,57.781978558138725,159.0355939846781,9.8,282.74739729152617
Yoga,34.431342347223,137.60695979081328,71.52659617236534,157.20170720468008,2.5,114.88892827003613
Workout,50.66451123111283,158.107134208263,78.44315504660673,158.0706300140802,6.0,407.11900064423924
,56.99270003519735,165.70151942808116,70.67302570159075,178.40481511172945,3.5,255.0612097601488
Cycling,18.615566694204816,142.26655391524648,48.31619871402839,156.5974792920472,7.5,115.50350682065411
Running,47.286390412559,,77.39429754638698,161.0122291216888,9.8,599.4127244470479
Cycling,70.24032000011445,123.99652714939222,51.33020322172719,169.7101123182556,7.5,422.63173146182413
Cycling,37.68215877277735,155.74282238837898,72.3703826170922,156.1981514748078,7.5,
Yoga,18.403216924229618,103.24121371650531,51.7299950648857,167.26163912324193,2.5,33.55452509053882
Workout,17.47816182345567,152.84625358520412,55.72152554765411,167.25804193406816,6.0,77.80028778472536
Running,36.785251173762724,122.80988164547993,53.52381036883421,158.7554589124011,9.8,374.1430031023908
Cycling,60.71694609735237,167.27342068004324,66.66750307138064,162.4121977966278,7.5,539.5826125686165
Running,39.184883003067576,144.70516017600187,62.653585836505215,,9.8,392.04034857345084
Walking,43.78463959811855,128.3033442231725,71.1069132515683,178.82766003542645,3.5,
Yoga,20.07316635652392,124.08780877739316,64.7763819359227,167.57593860623854,2.5,39.80836701507215
Walking,59.66235265953095,143.14032136121094,46.78551855695554,154.51356921194403,3.5,194.4105348629379
Running,17.086828576692902,141.92810869215137,68.3097496171757,166.2631808303367,9.8,194.17643977227132
Running,29.91007031456734,120.04142488748681,43.85401219480557,166.71594162064912,9.8,187.25178249329318
Workout,52.59829724092588,132.29589395670865,54.39375208341197,142.5676015626077,6.0,301.7815048578033
Cycling,5.0,152.40975218371506,60.63304001505198,178.40444044342945,7.5,33.69848943714659
Cycling,43.47922299371416,95.91609355299376,59.80155911372427,,7.5,312.0416261538313
Walking,19.218528672164375,148.14695551384284,45.231048073927695,185.90214687137168,3.5,39.25085174105299
Yoga,40.330987978182264,143.03036445898385,81.4539146424583,172.95290760970664,2.5,163.00771900527386
Cycling,32.95888784576127,159.66618688903728,84.7760334806804,153.73170260032754,7.5,360.1981994043626
Workout,82.11669650696976,,92.00930125170738,161.85749379200124,6.0,725.8288329342869
Walking,32.137576216001875,130.14290215232228,,174.2261816055355,3.5,
Walking,76.85302745766685,135.1267094001224,60.254641534516715,162.62247261944555,3.5,272.27947944599765
Workout,51.739045823667496,148.46991293000588,60.0478457486171,176.78237334418594,6.0,302.2736696482069
Yoga,23.970820585405434,140.727923229025,59.3852739659213,161.2393119222188,2.5,51.95945034965807
Workout,46.616218505195135,99.01112252969314,88.82765223470932,164.2133476713746,6.0,396.7798759859877
Yoga,33.91180507324376,137.27610082154115,63.613502372418075,174.50150030210835,2.5,76.6348347555026
Workout,44.84314981482468,180.1057193567602,80.23079488304273,171.03390993179988,6.0,365.57462444099644
Workout,25.722180251334667,145.29393939903287,79.29721973263327,155.74772562520945,6.0,198.41833979917465
Running,73.80355266691916,170.951173613415,67.27457427297044,,9.8,821.8803883954307
Walking,58.507961815934486,156.0765344323703,47.580309875245945,166.67448110664307,3.5,146.69031296444385
Workout,40.635631363231816,164.06004838596022,63.87297633618901,155.8826657236334,6.0,273.70176437439704
Workout,,137.74921652461762,66.76359531455543,151.0952300655941,6.0,524.2271100029764
Cycling,41.48558488165697,143.04612774030292,80.33505547883581,145.6861633505731,7.5,416.45767257999665
Walking,61.95249929722329,136.38794391603437,65.2334949452035,162.05575915169453,3.5,246.1595851074731
Cycling,40.76601175044849,130.10852162623806,50.49673323650233,164.4599339725247,7.5,268.511659997846
Walking,47.87775189621157,148.55487450172762,76.85491997278046,170.04578056187657,3.5,204.60375230465885
Cycling,38.37122438114441,116.97495152481997,62.26950413003015,173.20478619583096,7.5,309.9369387411391
Workout,41.90602707747874,177.13455790036585,40.0,,6.0,122.25541964934183
Workout,,106.79967580779316,68.89981489492095,164.16928652959132,6.0,245.76715596508322
Running,26.60536335023213,150.28470299792897,71.00925552944251,157.4127767901397,9.8,301.9841853366631
Cycling,31.978626661538243,164.46678543258972,,165.87238420806156,,
Yoga,35.66489967027656,125.58445615098992,,174.68508681638278,2.5,91.46672289630781
Running,44.594220336045936,102.1755672215459,72.89260431168739,166.01142841445815,9.8,545.8469859783667
